Province_State,Confirmed,Deceased,Recovered,Date
Arizona,10960,532,2684.0,05-09-2020
Arkansas,3747,88,2968.0,05-09-2020
California,66558,2687,,05-09-2020
Colorado,19375,967,2974.0,05-09-2020
Connecticut,32984,2932,5413.0,05-09-2020
Delaware,6277,221,2450.0,05-09-2020
Diamond Princess,49,0,,05-09-2020
District of Columbia,6102,311,879.0,05-09-2020
Florida,40001,1715,,05-09-2020
Georgia,32588,1403,,05-09-2020
Grand Princess,103,3,,05-09-2020
Guam,151,5,124.0,05-09-2020
Hawaii,631,17,566.0,05-09-2020
Idaho,2205,67,1442.0,05-09-2020
Illinois,76085,3349,,05-09-2020
Indiana,23732,1490,,05-09-2020
Iowa,11671,252,5011.0,05-09-2020
Kansas,6829,174,350.0,05-09-2020
Kentucky,6440,304,2266.0,05-09-2020
Louisiana,31417,2267,20316.0,05-09-2020
Maine,1408,64,857.0,05-09-2020
Maryland,31534,1614,2159.0,05-09-2020
Massachusetts,76743,4840,,05-09-2020
Michigan,46815,4530,22686.0,05-09-2020
Minnesota,10790,558,6322.0,05-09-2020
Mississippi,9378,421,4421.0,05-09-2020
Missouri,9911,494,,05-09-2020
Montana,458,16,422.0,05-09-2020
Nebraska,8093,90,,05-09-2020
Nevada,6171,313,205.0,05-09-2020
New Hampshire,3011,131,1210.0,05-09-2020
New Jersey,137397,9116,15642.0,05-09-2020
New Mexico,4778,191,1189.0,05-09-2020
New York,333122,26612,57180.0,05-09-2020
North Carolina,14478,551,,05-09-2020
North Dakota,1464,35,762.0,05-09-2020
Northern Mariana Islands,16,2,12.0,05-09-2020
Ohio,23697,1331,,05-09-2020
Oklahoma,4490,270,3154.0,05-09-2020
Oregon,3160,127,1125.0,05-09-2020
Pennsylvania,58560,3779,,05-09-2020
Puerto Rico,2173,108,,05-09-2020
Rhode Island,10989,418,772.0,05-09-2020
South Carolina,7531,330,4120.0,05-09-2020
South Dakota,3393,34,2125.0,05-09-2020
Tennessee,14768,242,7369.0,05-09-2020
Texas,38394,1066,20141.0,05-09-2020
Utah,6103,66,2901.0,05-09-2020
Vermont,921,53,744.0,05-09-2020
Virgin Islands,68,4,57.0,05-09-2020
Virginia,23196,827,3124.0,05-09-2020
Washington,16674,921,,05-09-2020
West Virginia,1323,52,761.0,05-09-2020
Wisconsin,9939,398,4875.0,05-09-2020
Wyoming,653,7,438.0,05-09-2020
Alabama,101334,1768,37923.0,08-09-2020
Alaska,3711,26,1269.0,08-09-2020
American Samoa,0,0,,08-09-2020
Arizona,186923,4150,25527.0,08-09-2020
Arkansas,49383,544,41452.0,08-09-2020
California,559746,10377,,08-09-2020
Colorado,50642,1858,5507.0,08-09-2020
Connecticut,50320,4441,8721.0,08-09-2020
Delaware,15575,591,8449.0,08-09-2020
Diamond Princess,49,0,,08-09-2020
District of Columbia,12753,591,10156.0,08-09-2020
Florida,532806,8186,,08-09-2020
Georgia,216596,4199,,08-09-2020
Grand Princess,103,3,,08-09-2020
Guam,418,5,321.0,08-09-2020
Hawaii,3498,31,1511.0,08-09-2020
Idaho,24675,237,8921.0,08-09-2020
Illinois,195380,7845,,08-09-2020
Indiana,74328,3041,54068.0,08-09-2020
Iowa,48919,931,37096.0,08-09-2020
Kansas,30662,380,1293.0,08-09-2020
Kentucky,34982,773,8674.0,08-09-2020
Louisiana,131399,4263,89083.0,08-09-2020
Maine,4044,125,3512.0,08-09-2020
Maryland,95503,3585,5910.0,08-09-2020
Massachusetts,121040,8735,99021.0,08-09-2020
Michigan,96726,6519,63636.0,08-09-2020
Minnesota,60898,1698,53568.0,08-09-2020
Mississippi,67173,1896,42391.0,08-09-2020
Missouri,59383,1334,,08-09-2020
Montana,4952,75,3275.0,08-09-2020
Nebraska,28432,345,20746.0,08-09-2020
Nevada,56230,957,1297.0,08-09-2020
New Hampshire,6835,419,6063.0,08-09-2020
New Jersey,184773,15874,32977.0,08-09-2020
New Mexico,22315,685,9262.0,08-09-2020
New York,420860,32774,73689.0,08-09-2020
North Carolina,136346,2192,105093.0,08-09-2020
North Dakota,7596,112,6355.0,08-09-2020
Northern Mariana Islands,48,2,29.0,08-09-2020
Ohio,100848,3669,78435.0,08-09-2020
Oklahoma,43566,603,36052.0,08-09-2020
Oregon,21272,356,4111.0,08-09-2020
Pennsylvania,123312,7311,90930.0,08-09-2020
Puerto Rico,22121,279,,08-09-2020
Rhode Island,19738,1014,1876.0,08-09-2020
South Carolina,100435,2031,37798.0,08-09-2020
South Dakota,9605,146,8334.0,08-09-2020
Tennessee,122712,1223,80997.0,08-09-2020
Texas,503328,9157,344845.0,08-09-2020
Utah,44127,336,33914.0,08-09-2020
Vermont,1459,58,1279.0,08-09-2020
Virgin Islands,528,9,404.0,08-09-2020
Virginia,100086,2326,12923.0,08-09-2020
Washington,63072,1688,,08-09-2020
West Virginia,7695,139,5678.0,08-09-2020
Wisconsin,60554,998,50028.0,08-09-2020
Wyoming,3050,28,2465.0,08-09-2020
Alabama,6912,256,,04-29-2020
Alaska,355,9,240.0,04-29-2020
American Samoa,0,0,,04-29-2020
Arizona,7209,308,1475.0,04-29-2020
Arkansas,3193,57,1249.0,04-29-2020
California,48747,1946,,04-29-2020
Colorado,14758,766,2275.0,04-29-2020
Connecticut,26767,2169,,04-29-2020
Delaware,4655,144,1173.0,04-29-2020
Diamond Princess,49,0,0.0,04-29-2020
District of Columbia,4106,205,660.0,04-29-2020
Florida,33193,1218,,04-29-2020
Georgia,25775,1101,,04-29-2020
Grand Princess,103,3,0.0,04-29-2020
Guam,141,5,130.0,04-29-2020
Hawaii,613,16,505.0,04-29-2020
Idaho,1952,60,1087.0,04-29-2020
Illinois,50358,2215,,04-29-2020
Indiana,17182,964,,04-29-2020
Iowa,6843,148,2428.0,04-29-2020
Kansas,3839,134,266.0,04-29-2020
Kentucky,4537,234,1617.0,04-29-2020
Louisiana,27660,1845,17303.0,04-29-2020
Maine,1056,52,615.0,04-29-2020
Maryland,20849,1078,1361.0,04-29-2020
Massachusetts,60265,3405,,04-29-2020
Michigan,40399,3670,8342.0,04-29-2020
Minnesota,4644,319,2043.0,04-29-2020
Mississippi,6569,250,3413.0,04-29-2020
Missouri,7660,338,,04-29-2020
Montana,451,16,382.0,04-29-2020
Nebraska,3851,56,,04-29-2020
Nevada,4934,230,100.0,04-29-2020
New Hampshire,2058,60,936.0,04-29-2020
New Jersey,116365,6771,15642.0,04-29-2020
New Mexico,3213,112,705.0,04-29-2020
New York,299691,23477,53238.0,04-29-2020
North Carolina,10180,382,,04-29-2020
North Dakota,1033,19,437.0,04-29-2020
Northern Mariana Islands,14,2,12.0,04-29-2020
Ohio,17303,937,,04-29-2020
Oklahoma,3473,214,2319.0,04-29-2020
Oregon,2446,101,,04-29-2020
Pennsylvania,46327,2373,,04-29-2020
Puerto Rico,1433,86,,04-29-2020
Rhode Island,8247,251,391.0,04-29-2020
South Carolina,5882,231,3252.0,04-29-2020
South Dakota,2373,13,1492.0,04-29-2020
Tennessee,10366,195,5140.0,04-29-2020
Texas,27257,754,12507.0,04-29-2020
Utah,4497,45,1790.0,04-29-2020
Vermont,862,47,,04-29-2020
Virgin Islands,57,4,51.0,04-29-2020
Virginia,14962,522,2042.0,04-29-2020
Washington,14070,801,,04-29-2020
West Virginia,1110,38,504.0,04-29-2020
Wisconsin,6520,308,,04-29-2020
Wyoming,545,7,362.0,04-29-2020
Recovered,0,0,120720.0,04-29-2020
Alabama,21989,744,13508.0,06-10-2020
Alaska,592,11,392.0,06-10-2020
American Samoa,0,0,,06-10-2020
Arizona,29852,1101,5851.0,06-10-2020
Arkansas,10368,165,7116.0,06-10-2020
California,139715,4854,,06-10-2020
Colorado,28484,1572,4130.0,06-10-2020
Connecticut,44347,4120,7284.0,06-10-2020
Delaware,10056,413,5939.0,06-10-2020
Diamond Princess,49,0,,06-10-2020
District of Columbia,9537,499,1143.0,06-10-2020
Florida,67371,2801,,06-10-2020
Georgia,53980,2329,,06-10-2020
Grand Princess,103,3,,06-10-2020
Guam,180,5,164.0,06-10-2020
Hawaii,685,17,621.0,06-10-2020
Idaho,3260,85,2554.0,06-10-2020
Illinois,129837,6095,,06-10-2020
Indiana,38337,2355,26791.0,06-10-2020
Iowa,22626,631,13628.0,06-10-2020
Kansas,10750,240,657.0,06-10-2020
Kentucky,11883,484,3375.0,06-10-2020
Louisiana,44030,2968,33904.0,06-10-2020
Maine,2637,100,2023.0,06-10-2020
Maryland,59465,2844,4310.0,06-10-2020
Massachusetts,104156,7454,,06-10-2020
Michigan,65182,5955,42041.0,06-10-2020
Minnesota,28869,1267,24675.0,06-10-2020
Mississippi,18483,868,13356.0,06-10-2020
Missouri,15512,851,,06-10-2020
Montana,561,18,487.0,06-10-2020
Nebraska,16058,191,8820.0,06-10-2020
Nevada,10218,449,557.0,06-10-2020
New Hampshire,5178,301,3501.0,06-10-2020
New Jersey,165346,12377,28207.0,06-10-2020
New Mexico,9250,410,3699.0,06-10-2020
New York,380156,30542,68019.0,06-10-2020
North Carolina,38473,1090,23653.0,06-10-2020
North Dakota,2941,73,2482.0,06-10-2020
Northern Mariana Islands,30,2,19.0,06-10-2020
Ohio,39575,2459,,06-10-2020
Oklahoma,7483,356,6166.0,06-10-2020
Oregon,5060,169,2332.0,06-10-2020
Pennsylvania,81316,6062,54560.0,06-10-2020
Puerto Rico,5329,143,,06-10-2020
Rhode Island,15756,812,1406.0,06-10-2020
South Carolina,15759,575,7928.0,06-10-2020
South Dakota,5604,69,4573.0,06-10-2020
Tennessee,27930,437,18516.0,06-10-2020
Texas,80777,1905,52449.0,06-10-2020
Utah,12864,128,7587.0,06-10-2020
Vermont,1095,55,903.0,06-10-2020
Virgin Islands,72,6,64.0,06-10-2020
Virginia,52177,1514,6826.0,06-10-2020
Washington,24354,1176,,06-10-2020
West Virginia,2194,85,1485.0,06-10-2020
Wisconsin,21593,671,14999.0,06-10-2020
Wyoming,980,18,804.0,06-10-2020
Alabama,23710,769,13508.0,06-12-2020
Alaska,624,12,403.0,06-12-2020
American Samoa,0,0,,06-12-2020
Arizona,33039,1156,5980.0,06-12-2020
Arkansas,11547,176,7607.0,06-12-2020
California,146659,4978,,06-12-2020
Colorado,28807,1582,4169.0,06-12-2020
Connecticut,44689,4159,7611.0,06-12-2020
Delaware,10173,414,6062.0,06-12-2020
Diamond Princess,49,0,,06-12-2020
District of Columbia,9654,506,1143.0,06-12-2020
Florida,70971,2877,,06-12-2020
Georgia,55783,2418,,06-12-2020
Grand Princess,103,3,,06-12-2020
Guam,183,5,168.0,06-12-2020
Hawaii,706,17,623.0,06-12-2020
Idaho,3353,87,2684.0,06-12-2020
Illinois,131198,6260,,06-12-2020
Indiana,39146,2396,27811.0,06-12-2020
Iowa,23350,644,14227.0,06-12-2020
Kansas,10973,243,667.0,06-12-2020
Kentucky,12166,497,3379.0,06-12-2020
Louisiana,44995,2996,33904.0,06-12-2020
Maine,2721,100,2105.0,06-12-2020
Maryland,60613,2900,4474.0,06-12-2020
Massachusetts,105059,7538,,06-12-2020
Michigan,65672,5990,42041.0,06-12-2020
Minnesota,29795,1305,25028.0,06-12-2020
Mississippi,19091,881,13356.0,06-12-2020
Missouri,15997,881,,06-12-2020
Montana,573,18,489.0,06-12-2020
Nebraska,16522,215,9229.0,06-12-2020
Nevada,10704,461,604.0,06-12-2020
New Hampshire,5251,315,3665.0,06-12-2020
New Jersey,166164,12489,28509.0,06-12-2020
New Mexico,9526,420,3983.0,06-12-2020
New York,381714,30758,68399.0,06-12-2020
North Carolina,41417,1121,23653.0,06-12-2020
North Dakota,3016,74,2573.0,06-12-2020
Northern Mariana Islands,30,2,19.0,06-12-2020
Ohio,40424,2510,,06-12-2020
Oklahoma,7849,360,6391.0,06-12-2020
Oregon,5377,173,2370.0,06-12-2020
Pennsylvania,82481,6162,56939.0,06-12-2020
Puerto Rico,5536,146,,06-12-2020
Rhode Island,15947,833,1435.0,06-12-2020
South Carolina,17170,593,8682.0,06-12-2020
South Dakota,5742,74,4755.0,06-12-2020
Tennessee,29118,466,19425.0,06-12-2020
Texas,84927,1956,55258.0,06-12-2020
Utah,13577,139,7935.0,06-12-2020
Vermont,1119,55,907.0,06-12-2020
Virgin Islands,72,6,64.0,06-12-2020
Virginia,53211,1534,7002.0,06-12-2020
Washington,25171,1204,,06-12-2020
West Virginia,2249,88,1553.0,06-12-2020
Wisconsin,22246,689,15783.0,06-12-2020
Wyoming,1027,18,814.0,06-12-2020
Alabama,10464,435,,05-12-2020
Alaska,383,10,334.0,05-12-2020
American Samoa,0,0,,05-12-2020
Arizona,11736,562,2909.0,05-12-2020
Arkansas,4164,95,3220.0,05-12-2020
California,70978,2879,,05-12-2020
Colorado,20157,1010,3114.0,05-12-2020
Connecticut,34333,3041,5413.0,05-12-2020
Delaware,6741,237,2802.0,05-12-2020
Diamond Princess,49,0,,05-12-2020
District of Columbia,6485,336,886.0,05-12-2020
Florida,41923,1779,,05-12-2020
Georgia,34924,1498,,05-12-2020
Grand Princess,103,3,,05-12-2020
Guam,152,5,124.0,05-12-2020
Hawaii,635,17,561.0,05-12-2020
Idaho,2293,69,1508.0,05-12-2020
Illinois,83021,3601,,05-12-2020
Indiana,25127,1578,,05-12-2020
Iowa,12912,289,5618.0,05-12-2020
Kansas,7240,184,376.0,05-12-2020
Kentucky,6853,321,2335.0,05-12-2020
Louisiana,32050,2347,22608.0,05-12-2020
Maine,1477,65,913.0,05-12-2020
Maryland,34061,1756,2394.0,05-12-2020
Massachusetts,79332,5141,,05-12-2020
Michigan,48021,4674,22686.0,05-12-2020
Minnesota,12494,614,,05-12-2020
Mississippi,9908,457,6268.0,05-12-2020
Missouri,10269,529,,05-12-2020
Montana,461,16,425.0,05-12-2020
Nebraska,8532,100,,05-12-2020
Nevada,6313,321,185.0,05-12-2020
New Hampshire,3239,142,1231.0,05-12-2020
New Jersey,140917,9531,15642.0,05-12-2020
New Mexico,5212,219,1300.0,05-12-2020
New York,338485,27284,58679.0,05-12-2020
North Carolina,15622,600,9115.0,05-12-2020
North Dakota,1571,38,877.0,05-12-2020
Northern Mariana Islands,19,2,12.0,05-12-2020
Ohio,25250,1436,,05-12-2020
Oklahoma,4732,278,3423.0,05-12-2020
Oregon,3358,130,1125.0,05-12-2020
Pennsylvania,61310,3914,,05-12-2020
Puerto Rico,2299,114,,05-12-2020
Rhode Island,11614,444,863.0,05-12-2020
South Carolina,7927,355,6817.0,05-12-2020
South Dakota,3663,39,2309.0,05-12-2020
Tennessee,16111,266,8336.0,05-12-2020
Texas,41432,1146,21713.0,05-12-2020
Utah,6432,73,3267.0,05-12-2020
Vermont,927,53,787.0,05-12-2020
Virgin Islands,69,6,61.0,05-12-2020
Virginia,25800,892,3400.0,05-12-2020
Washington,17330,962,,05-12-2020
West Virginia,1378,58,803.0,05-12-2020
Wisconsin,10611,418,5371.0,05-12-2020
Wyoming,675,7,477.0,05-12-2020
Alabama,9385,383,,05-08-2020
Alaska,377,10,305.0,05-08-2020
American Samoa,0,0,,05-08-2020
Arizona,10526,517,1747.0,05-08-2020
Arkansas,3747,88,2159.0,05-08-2020
California,63779,2613,,05-08-2020
Colorado,18827,960,2869.0,05-08-2020
Connecticut,32411,2874,5413.0,05-08-2020
Delaware,6111,213,2288.0,05-08-2020
Diamond Princess,49,0,,05-08-2020
District of Columbia,5899,304,825.0,05-08-2020
Florida,39199,1669,,05-08-2020
Georgia,32181,1400,,05-08-2020
Grand Princess,103,3,,05-08-2020
Guam,151,5,122.0,05-08-2020
Hawaii,629,17,565.0,05-08-2020
Idaho,2178,67,1420.0,05-08-2020
Illinois,73760,3241,,05-08-2020
Indiana,23146,1447,,05-08-2020
Iowa,11457,243,4685.0,05-08-2020
Kansas,6667,168,332.0,05-08-2020
Kentucky,6288,298,2177.0,05-08-2020
Louisiana,30855,2227,20316.0,05-08-2020
Maine,1374,63,836.0,05-08-2020
Maryland,30485,1560,2041.0,05-08-2020
Massachusetts,75333,4702,,05-08-2020
Michigan,46386,4399,15659.0,05-08-2020
Minnesota,10088,534,5697.0,05-08-2020
Mississippi,9090,409,4421.0,05-08-2020
Missouri,9733,483,,05-08-2020
Montana,458,16,420.0,05-08-2020
Nebraska,7818,90,,05-08-2020
Nevada,5920,294,205.0,05-08-2020
New Hampshire,2947,121,1165.0,05-08-2020
New Jersey,135840,8960,15642.0,05-08-2020
New Mexico,4673,181,1125.0,05-08-2020
New York,330407,26243,56378.0,05-08-2020
North Carolina,14006,530,,05-08-2020
North Dakota,1425,33,714.0,05-08-2020
Northern Mariana Islands,15,2,12.0,05-08-2020
Ohio,23016,1306,,05-08-2020
Oklahoma,4424,266,3064.0,05-08-2020
Oregon,3068,124,1125.0,05-08-2020
Pennsylvania,57371,3715,,05-08-2020
Puerto Rico,2156,107,,05-08-2020
Rhode Island,10779,399,730.0,05-08-2020
South Carolina,7367,320,3816.0,05-08-2020
South Dakota,3145,31,2069.0,05-08-2020
Tennessee,14441,242,7011.0,05-08-2020
Texas,37246,1025,19197.0,05-08-2020
Utah,5919,61,2769.0,05-08-2020
Vermont,919,53,737.0,05-08-2020
Virgin Islands,68,4,57.0,05-08-2020
Virginia,22342,812,2997.0,05-08-2020
Washington,16388,905,,05-08-2020
West Virginia,1323,52,761.0,05-08-2020
Wisconsin,9590,384,4694.0,05-08-2020
Wyoming,644,7,428.0,05-08-2020
Alabama,82366,1491,32510.0,07-28-2020
Alaska,2730,22,836.0,07-28-2020
American Samoa,0,0,,07-28-2020
Arizona,165934,3408,21626.0,07-28-2020
Arkansas,40181,428,33188.0,07-28-2020
California,470762,8679,,07-28-2020
Colorado,45296,1807,5212.0,07-28-2020
Connecticut,49077,4423,8516.0,07-28-2020
Delaware,14476,580,8076.0,07-28-2020
Diamond Princess,49,0,,07-28-2020
District of Columbia,11945,583,9664.0,07-28-2020
Florida,441977,6117,,07-28-2020
Georgia,175052,3563,,07-28-2020
Grand Princess,103,3,,07-28-2020
Guam,351,5,291.0,07-28-2020
Hawaii,1757,26,1191.0,07-28-2020
Idaho,19220,160,5964.0,07-28-2020
Illinois,174968,7638,,07-28-2020
Indiana,63678,2924,44548.0,07-28-2020
Iowa,42928,839,30623.0,07-28-2020
Kansas,26058,340,1108.0,07-28-2020
Kentucky,28111,719,7470.0,07-28-2020
Louisiana,111038,3812,61456.0,07-28-2020
Maine,3838,121,3319.0,07-28-2020
Maryland,85524,3458,5592.0,07-28-2020
Massachusetts,116182,8551,96452.0,07-28-2020
Michigan,87958,6421,57502.0,07-28-2020
Minnesota,52281,1620,45987.0,07-28-2020
Mississippi,54085,1540,35071.0,07-28-2020
Missouri,45181,1232,,07-28-2020
Montana,3474,51,2104.0,07-28-2020
Nebraska,25157,321,18520.0,07-28-2020
Nevada,44936,759,1054.0,07-28-2020
New Hampshire,6500,409,5688.0,07-28-2020
New Jersey,180295,15825,32313.0,07-28-2020
New Mexico,19791,626,7459.0,07-28-2020
New York,412878,32653,72813.0,07-28-2020
North Carolina,116700,1860,92302.0,07-28-2020
North Dakota,6141,100,4957.0,07-28-2020
Northern Mariana Islands,40,2,29.0,07-28-2020
Ohio,86497,3382,61056.0,07-28-2020
Oklahoma,33775,509,26363.0,07-28-2020
Oregon,17408,303,3736.0,07-28-2020
Pennsylvania,114083,7154,82038.0,07-28-2020
Puerto Rico,15840,209,,07-28-2020
Rhode Island,18725,1005,1803.0,07-28-2020
South Carolina,84109,1565,32859.0,07-28-2020
South Dakota,8492,123,7474.0,07-28-2020
Tennessee,99044,999,57239.0,07-28-2020
Texas,408493,5913,244449.0,07-28-2020
Utah,38855,286,25905.0,07-28-2020
Vermont,1405,56,1194.0,07-28-2020
Virgin Islands,375,7,292.0,07-28-2020
Virginia,86994,2095,11550.0,07-28-2020
Washington,54205,1548,,07-28-2020
West Virginia,6120,108,4481.0,07-28-2020
Wisconsin,50179,906,39513.0,07-28-2020
Wyoming,2589,26,1970.0,07-28-2020
Alabama,45785,1033,22082.0,07-07-2020
Alaska,1180,17,560.0,07-07-2020
American Samoa,0,0,,07-07-2020
Arizona,105094,1927,12260.0,07-07-2020
Arkansas,24512,301,17834.0,07-07-2020
California,284012,6573,,07-07-2020
Colorado,34647,1696,4636.0,07-07-2020
Connecticut,47033,4338,8210.0,07-07-2020
Delaware,12414,514,6815.0,07-07-2020
Diamond Princess,49,0,,07-07-2020
District of Columbia,10569,561,1574.0,07-07-2020
Florida,213794,3841,,07-07-2020
Georgia,100470,2899,,07-07-2020
Grand Princess,103,3,,07-07-2020
Guam,303,5,184.0,07-07-2020
Hawaii,1071,19,781.0,07-07-2020
Idaho,8539,94,2907.0,07-07-2020
Illinois,149574,7273,,07-07-2020
Indiana,48626,2717,36999.0,07-07-2020
Iowa,32153,732,25594.0,07-07-2020
Kansas,16860,289,859.0,07-07-2020
Kentucky,17519,602,4841.0,07-07-2020
Louisiana,68263,3319,43026.0,07-07-2020
Maine,3440,110,2816.0,07-07-2020
Maryland,70396,3266,5036.0,07-07-2020
Massachusetts,110338,8213,93157.0,07-07-2020
Michigan,73900,6251,52841.0,07-07-2020
Minnesota,39133,1514,34377.0,07-07-2020
Mississippi,32214,1158,22167.0,07-07-2020
Missouri,24918,1067,,07-07-2020
Montana,1327,23,716.0,07-07-2020
Nebraska,20201,282,14759.0,07-07-2020
Nevada,23785,548,743.0,07-07-2020
New Hampshire,5932,384,4706.0,07-07-2020
New Jersey,173878,15281,30774.0,07-07-2020
New Mexico,13727,519,5902.0,07-07-2020
New York,398237,32243,71091.0,07-07-2020
North Carolina,76290,1446,55318.0,07-07-2020
North Dakota,3898,84,3413.0,07-07-2020
Northern Mariana Islands,31,2,19.0,07-07-2020
Ohio,58904,2970,41438.0,07-07-2020
Oklahoma,17220,404,13005.0,07-07-2020
Oregon,10605,220,2877.0,07-07-2020
Pennsylvania,95898,6787,70437.0,07-07-2020
Puerto Rico,8714,157,,07-07-2020
Rhode Island,17154,969,1677.0,07-07-2020
South Carolina,47352,846,19181.0,07-07-2020
South Dakota,7163,98,6190.0,07-07-2020
Tennessee,53514,665,31827.0,07-07-2020
Texas,216026,2778,108485.0,07-07-2020
Utah,26033,194,14764.0,07-07-2020
Vermont,1254,56,1039.0,07-07-2020
Virgin Islands,116,6,79.0,07-07-2020
Virginia,66740,1881,8913.0,07-07-2020
Washington,37420,1384,,07-07-2020
West Virginia,3505,95,2535.0,07-07-2020
Wisconsin,32556,805,25758.0,07-07-2020
Wyoming,1709,21,1274.0,07-07-2020
Alabama,93702,1666,35401.0,08-04-2020
Alaska,3394,25,987.0,08-04-2020
American Samoa,0,0,,08-04-2020
Arizona,180505,3845,23944.0,08-04-2020
Arkansas,45381,490,38000.0,08-04-2020
California,526685,9684,,08-04-2020
Colorado,48376,1849,5424.0,08-04-2020
Connecticut,50110,4437,8613.0,08-04-2020
Delaware,15137,587,8303.0,08-04-2020
Diamond Princess,49,0,,08-04-2020
District of Columbia,12398,587,9959.0,08-04-2020
Florida,497330,7402,,08-04-2020
Georgia,197948,3921,,08-04-2020
Grand Princess,103,3,,08-04-2020
Guam,389,5,318.0,08-04-2020
Hawaii,2591,27,1315.0,08-04-2020
Idaho,22236,210,7617.0,08-04-2020
Illinois,185993,7742,,08-04-2020
Indiana,69255,2996,43535.0,08-04-2020
Iowa,46231,888,34023.0,08-04-2020
Kansas,28782,368,1196.0,08-04-2020
Kentucky,32197,751,8406.0,08-04-2020
Louisiana,124461,4051,74246.0,08-04-2020
Maine,3977,123,3424.0,08-04-2020
Maryland,91854,3530,5740.0,08-04-2020
Massachusetts,119203,8657,97595.0,08-04-2020
Michigan,93175,6471,60022.0,08-04-2020
Minnesota,57162,1660,50426.0,08-04-2020
Mississippi,62199,1753,42391.0,08-04-2020
Missouri,54422,1290,,08-04-2020
Montana,4314,64,2766.0,08-04-2020
Nebraska,27178,332,19677.0,08-04-2020
Nevada,52179,862,1209.0,08-04-2020
New Hampshire,6693,418,5848.0,08-04-2020
New Jersey,182970,15857,32697.0,08-04-2020
New Mexico,21340,658,8463.0,08-04-2020
New York,417589,32725,73326.0,08-04-2020
North Carolina,128715,2061,105093.0,08-04-2020
North Dakota,6933,107,5715.0,08-04-2020
Northern Mariana Islands,46,2,29.0,08-04-2020
Ohio,95106,3570,71338.0,08-04-2020
Oklahoma,39463,566,32319.0,08-04-2020
Oregon,19699,333,3960.0,08-04-2020
Pennsylvania,119724,7248,86256.0,08-04-2020
Puerto Rico,19324,237,,08-04-2020
Rhode Island,19390,1011,1848.0,08-04-2020
South Carolina,94190,1847,32859.0,08-04-2020
South Dakota,9079,136,8008.0,08-04-2020
Tennessee,112441,1117,73259.0,08-04-2020
Texas,466032,7271,306262.0,08-04-2020
Utah,41907,321,30449.0,08-04-2020
Vermont,1431,57,1249.0,08-04-2020
Virgin Islands,463,8,364.0,08-04-2020
Virginia,94251,2244,12385.0,08-04-2020
Washington,59379,1619,,08-04-2020
West Virginia,7059,124,5063.0,08-04-2020
Wisconsin,56056,961,45368.0,08-04-2020
Wyoming,2884,27,2284.0,08-04-2020
Alabama,67011,1287,29736.0,07-19-2020
Alaska,1875,18,712.0,07-19-2020
American Samoa,0,0,,07-19-2020
Arizona,143624,2761,18149.0,07-19-2020
Arkansas,33228,357,25292.0,07-19-2020
California,386906,7715,,07-19-2020
Colorado,40124,1752,4948.0,07-19-2020
Connecticut,47893,4396,8466.0,07-19-2020
Delaware,13519,523,7362.0,07-19-2020
Diamond Princess,49,0,,07-19-2020
District of Columbia,11261,578,1886.0,07-19-2020
Florida,350047,4982,,07-19-2020
Georgia,143129,3174,,07-19-2020
Grand Princess,103,3,,07-19-2020
Guam,314,5,222.0,07-19-2020
Hawaii,1381,24,1019.0,07-19-2020
Idaho,14874,119,3989.0,07-19-2020
